title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
DJMAX RESPECT V,0,win,-80%,"11 Mar, 2020","Action, Casual, Sports",no,NEOWIZ,NEOWIZ,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",18944,,,Very Positive
PUBG: BATTLEGROUNDS,0,win,,"21 Dec, 2017","Action, Adventure, Free to Play, Massively Multiplayer",no,"KRAFTON, Inc.","KRAFTON, Inc.","Online PvP, Stats, Remote Play on Phone, Remote Play on Tablet",2180028,50.0,,Mixed
NARAKA: BLADEPOINT,220000,win,,"11 Aug, 2021","Action, Adventure, Massively Multiplayer",no,24 Entertainment,24 Entertainment,"Online PvP, In-App Purchases, Partial Controller Support",130845,35.0,,Mixed
Counter-Strike: Global Offensive,0,"win, mac, linux",,"21 Aug, 2012","Action, Free to Play",no,"Valve, Hidden Path Entertainment",Hidden Path Entertainment,"Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",7245354,,83,Very Positive
Children of Silentown,0,win,-30%,"11 Jan, 2023","Adventure, Indie",no,"Elf Games, Luna2 Studio",Daedalic Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",328,7.0,,Very Positive
Metal: Hellsinger,299000,win,,"15 Sep, 2022","Action, Adventure",no,The Outsiders,The Outsiders,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",8725,15.0,,Overwhelmingly Positive
Persona 3 Portable,260000,win,,"18 Jan, 2023","Adventure, RPG, Strategy",no,ATLUS,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",2589,10.0,81,Very Positive
Max Payne 3,200000,win,,"31 May, 2012",Action,no,Rockstar Studios,Rockstar Studios,"Single-player, Steam Achievements, Partial Controller Support",38109,,87,Very Positive
Fisher Online,95999,win,,"27 Oct, 2019",,no,R-Age,R-Age,"MMO, Steam Workshop, In-App Purchases, Partial Controller Support",2718,4.0,,Very Positive
West Hunt,69999,win,,"23 Mar, 2023","Casual, Indie",no,NewGen,Wandering Wizard,"Single-player, Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",622,,,Mostly Positive
Bright Memory: Infinite,108999,win,,"11 Nov, 2021","Action, Indie",no,FYQD-Studio,PLAYISM,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",31234,13.0,,Very Positive
Crysis 3 Remastered,161999,win,,"17 Nov, 2022",Action,no,"Crytek, Saber Interactive",Crytek,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards",1926,18.0,,Very Positive
SurrounDead,106999,"win, linux",,"24 Jun, 2022","Action, Adventure, Indie, RPG, Early Access",no,PlaySurrounDead,PlaySurrounDead,"Single-player, Steam Cloud",2478,2.0,,Very Positive
MADNESS: Project Nexus,119999,win,,"29 Sep, 2021","Action, Indie",no,"GIBBING TREE, LLC","GIBBING TREE, LLC","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together",10877,,,Overwhelmingly Positive
Evil Dead: The Game,309000,win,,"26 Apr, 2023",Action,no,Saber Interactive,"Boss Team Games, LLC","Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",544,12.0,,Mostly Positive
STAR WARS™ Knights of the Old Republic™,69999,"win, mac",,"5 Sep, 2009","Adventure, RPG",no,"BioWare, Aspyr (Mac)",Lucasfilm,"Single-player, Steam Cloud",23902,,,Very Positive
Bully: Scholarship Edition,115999,win,,"23 Dec, 2010","Action, Adventure",no,Rockstar New England,Rockstar New England,"Single-player, Partial Controller Support",23324,,72,Very Positive
Magical Girl Celesphonia,108999,win,,"6 May, 2022","Adventure, Indie, RPG",no,Shimobashira Workshop,Kagura Games,"Single-player, Steam Cloud",1612,4.0,,Very Positive
Atelier Ryza: Ever Darkness & the Secret Hideout,770000,win,,"28 Oct, 2019",RPG,no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Tablet",5945,15.0,75,Very Positive
5D Chess With Multiverse Time Travel,82999,"win, mac, linux",,"22 Jul, 2020",Indie,no,"Conor Petersen, Thunkspace, LLC",Conor Petersen,"Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together",5442,,,Very Positive
Potion Permit,165999,"win, mac",,"22 Sep, 2022","Action, Adventure, Casual, RPG",no,MassHive Media, PQube,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",2467,2.0,,Mostly Positive
Operation: New Earth,0,"win, mac",,"14 Dec, 2016","Free to Play, Massively Multiplayer, Simulation, Strategy",no,Hunted Cow Studios,Hunted Cow Studios,"MMO, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",632,,,Mixed
Lost in Vivo,82999,win,,"5 Nov, 2018",Indie,no,KIRA,KIRA,"Single-player, Partial Controller Support",2529,,,Very Positive
Townscaper,56499,"win, mac",,"26 Aug, 2021","Casual, Indie, Simulation",no,Oskar Stålberg,Oskar Stålberg,"Single-player, Full controller support",17275,,,Very Positive
Beholder 2,0,"win, mac, linux",-85%,"4 Dec, 2018","Adventure, Indie, Simulation, Strategy",no,Warm Lamp Games,Alawar Premium,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",4811,4.0,76,Very Positive
Milk outside a bag of milk outside a bag of milk,64999,"win, mac, linux",,"16 Dec, 2021","Casual, Indie",no,Nikita Kryukov,Nikita Kryukov,"Single-player, Steam Achievements, Steam Trading Cards",9990,,,Overwhelmingly Positive
Call of Duty® 4: Modern Warfare® (2007),124756,"win, mac",,"12 Nov, 2007",Action,no,Infinity Ward,Call of Duty,Single-player,16438,,92,Very Positive
The Legend of Heroes: Trails to Azure,445999,win,,"14 Mar, 2023",RPG,no,"Nihon Falcom, PH3 GmbH","NIS America, Inc.","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",247,6.0,,Very Positive
Mind Scanners,0,"win, mac",-55%,"20 May, 2021","Adventure, RPG, Simulation, Strategy",no,The Outer Zone,Brave At Night,"Single-player, Steam Achievements, Remote Play on Tablet",647,3.0,,Very Positive
Zenith: The Last City,139999,win,,"27 Jan, 2022","Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",no,Ramen VR,Ramen VR,"MMO, Online Co-op, Tracked Controller Support, VR Only",3333,,,Mixed
LoveChoice,19499,"win, mac",,"15 Nov, 2021","Adventure, Indie, RPG, Simulation",no,Akaba Studio,Akaba Studio,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",18530,,,Very Positive
RIFT,0,win,,"1 Mar, 2011","Free to Play, Massively Multiplayer, RPG",no,gamigo US Inc.,gamigo US Inc.,"MMO, Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases",10780,,84,Mixed
WILD HEARTS™,759000,win,,"16 Feb, 2023","Action, Adventure",no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support",8257,80.0,,Mixed
Game Dev Tycoon,69999,"win, mac, linux",,"29 Aug, 2013","Casual, Indie, Simulation, Strategy",no,Greenheart Games 💚,Greenheart Games 💚,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet",35725,,68,Very Positive
Clue/Cluedo: The Classic Mystery Game,130999,win,,"17 May, 2018","Casual, Strategy",no,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2269,,,Very Positive
100% Orange Juice,65000,win,,"16 May, 2014","Indie, Strategy",no,Orange_Juice,Fruitbat Factory,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards",13116,,,Very Positive
From Space,0,win,-60%,"3 Nov, 2022","Action, Indie",no,Triangle Studios,Triangle Studios,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",1251,3.0,,Mixed
Rune Factory 5,566000,win,,"13 Jul, 2022","Adventure, RPG, Simulation",no,Marvelous Inc.,Marvelous,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",1089,9.0,,Mostly Positive
Bendy and the Dark Revival,139999,win,,"15 Nov, 2022","Action, Adventure",no,Joey Drew Studios,Joey Drew Studios,"Single-player, Steam Achievements, Full controller support",7241,15.0,72,Very Positive
Saimin Gakushū: Secret Desire,0,win,-50%,"4 Nov, 2021",Adventure,no,Dark One!,Shiravune,"Single-player, Steam Cloud",246,3.0,,Mostly Positive
AI＊Shoujo/AI＊少女,557827,win,,"16 Mar, 2020",Simulation,no,ILLUSION,ILLUSION,"Single-player, Remote Play on Phone, Remote Play on Tablet",1960,15.0,,Mostly Positive
TerraScape,114999,win,,"5 Apr, 2023","Casual, Indie, Simulation, Strategy, Early Access",no,Bitfall Studios,Bitfall Studios,"Single-player, Online PvP, LAN PvP, Steam Achievements, Partial Controller Support, Steam Cloud",234,0.8,,Very Positive
KartRider: Drift,0,win,,"9 Jan, 2023","Free to Play, Racing",no,Nexon Korea Corporation,Nexon Korea Corporation,"Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",3663,30.0,76,Mixed
Carrier Command 2,139999,"win, mac",,"29 Jul, 2022","Action, Adventure, Simulation, Strategy",no,Geometa,Geometa,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Workshop, Steam Cloud",2171,1.0,,Very Positive
ONE PIECE: PIRATE WARRIORS 4,499000,win,,"26 Mar, 2020",Action,no,Koei Tecmo,BANDAI NAMCO Entertainment,"Single-player, Online PvP, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",10646,25.0,,Very Positive
SYNTHETIK 2,139999,win,,"11 Nov, 2021","Action, Indie, Early Access",no,Flow Fire Games,Flow Fire Games,"Single-player, Partial Controller Support",1257,9.0,,Very Positive
Mindustry,69999,"win, mac, linux",,"26 Sep, 2019",Strategy,no,AnukenDev,AnukenDev,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Includes level editor",12825,,,Very Positive
TramSim Vienna - The Tram Simulator,284999,win,,"29 Oct, 2020","Casual, Simulation",no,ViewApp,ViewApp,"Single-player, VR Supported, Partial Controller Support",1048,30.0,,Very Positive
I'm on Observation Duty 5,90999,"win, mac, linux",,"13 May, 2022",Indie,no,Notovia,Notovia,"Single-player, Steam Achievements",471,,,Very Positive
Virtual Desktop,95999,win,,"31 Mar, 2016",Utilities,no,Guy Godin,Guy Godin,"Tracked Controller Support, VR Only, Steam Workshop, Partial Controller Support",1817,0.7,,Mostly Positive
CODE VEIN,499000,win,,"26 Sep, 2019","Action, RPG",no,Bandai Namco Studios,FRANCHISE,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",36255,35.0,72,Very Positive
Paragon: The Overprime,0,win,,"5 Dec, 2022","Action, Free to Play, Sports, Strategy, Early Access",no,Netmarble F&C Team SoulEve,Netmarble F&C Team SoulEve,"Single-player, Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Stats",9535,15.0,,Mixed
Call of Duty: United Offensive,124756,win,,"7 Dec, 2006",Action,no,Gray Matter Studios,Gray Matter Studios,Single-player,1466,,87,Very Positive
Zero Hour,82999,win,,"12 Aug, 2020","Action, Simulation, Strategy, Early Access",no,"M7 Productions, Attrito",Attrito,"Single-player, Online PvP, Online Co-op, Steam Achievements, Stats, Steam Leaderboards, Commentary available",21952,25.0,,Mostly Positive
Airport CEO,206999,"win, mac",,"4 Mar, 2021","Indie, Simulation, Strategy",no,Apog Labs,Apog Labs,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud",5948,8.0,,Very Positive
Farmer Against Potatoes Idle,0,win,,"25 Aug, 2022","Casual, Free to Play, Indie, RPG, Simulation, Early Access",no,Oni Gaming,Oni Gaming,"Single-player, Steam Achievements, In-App Purchases",3452,,,Very Positive
Spiritfall,0,"win, mac",-10%,"3 Apr, 2023","Action, Indie, Early Access",no,Gentle Giant,Gentle Giant,"Single-player, Steam Achievements, Full controller support, Steam Cloud",409,,,Very Positive
Journey,119999,win,,"11 Jun, 2020","Adventure, Indie",no,thatgamecompany,Annapurna Interactive,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",22682,,,Very Positive
DYNASTY WARRIORS 9,189999,win,,"4 Dec, 2019",Action,no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together",6151,50.0,,Mixed
UBOAT,245999,win,,"30 Apr, 2019","Action, Indie, Simulation, Strategy, Early Access",no,Deep Water Studio,PlayWay S.A.,"Single-player, Steam Workshop, Steam Cloud",14405,40.0,,Very Positive
Stronghold Crusader 2,169999,win,,"22 Sep, 2014","Simulation, Strategy",no,FireFly Studios,FireFly Studios,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor",9814,4.0,,Very Positive
GNOSIA,119999,win,,"23 Jan, 2022",Adventure,no,Petit Depotto,PLAYISM,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards",1915,,,Very Positive
RollerCoaster Tycoon® Classic,135999,"win, mac",,"28 Sep, 2017","Simulation, Strategy",no,Origin8 Technologies Ltd.,Atari,"Single-player, Steam Cloud, Includes level editor",1540,0.512,,Very Positive
Sword and Fairy 7,300000,win,,"21 Oct, 2021","Action, Adventure, RPG",no,"Softstar Technology (Beijing) Co., Ltd","Softstar Technology (Beijing) Co., Ltd","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",12142,30.0,,Mostly Positive
Plants vs. Zombies: Battle for Neighborville™,479000,win,,"4 Jun, 2020","Action, Casual, Strategy",no,PopCap,Electronic Arts,"Single-player, Online PvP, Steam Achievements, Full controller support",8988,15.0,77,Mixed
FINAL FANTASY V,239000,win,,"10 Nov, 2021",RPG,no,Square Enix,Square Enix,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",1184,1.0,,Very Positive
Persona® 5 Strikers,769000,win,,"22 Feb, 2021","Action, Adventure",no,ATLUS,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards",9554,25.0,76,Mostly Positive
Middle-earth™: Shadow of Mordor™,135999,win,,"30 Sep, 2014",,no,Monolith Productions,Warner Bros. Interactive Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",51833,57.0,84,Very Positive
Redemption Reapers,0,win,-40%,"22 Feb, 2023",Simulation,no,Adglobe,Adglobe,"Single-player, Steam Achievements, Full controller support, Steam Cloud",162,,,Mixed
FINAL FANTASY,159000,win,,"12 Aug, 2021",RPG,no,Square Enix,Square Enix,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",4478,1.0,,Very Positive
Farming Simulator 17,108999,"win, mac",,"24 Oct, 2016",Simulation,no,GIANTS Software,GIANTS Software,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",20201,,69,Very Positive
FTL: Faster Than Light,89999,"win, mac, linux",,"14 Sep, 2012","Indie, Simulation, Strategy",no,Subset Games,Subset Games,"Single-player, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet",53425,,84,Very Positive
"Warhammer 40,000: Dakka Squadron - Flyboyz Edition",0,win,-70%,"18 Feb, 2021",Action,no,Phosphor Game Studios,Phosphor Game Studios,"Single-player, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud",309,,,Mostly Positive
Colony Ship: A Post-Earth Role Playing Game,284999,win,,"6 Apr, 2021","RPG, Early Access",no,Iron Tower Studio,Iron Tower Studio,Single-player,834,5.0,,Very Positive
Kill It With Fire VR,0,win,-20%,"13 Apr, 2023","Action, Casual, Indie, Simulation",no,"Charm Games, Casey Donnellan Games LLC",Kill It With Fire,"Single-player, Steam Achievements, VR Only",27,,,Positive
NASCAR Heat 5,130999,win,,"9 Jul, 2020","Racing, Sports",no,704Games Company,Motorsport Games,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Remote Play Together",1893,18.0,,Very Positive
Drakensang Online,0,win,,"16 May, 2023","Action, Adventure, Free to Play, Massively Multiplayer, RPG",no,Bigpoint GmbH,Buy Premium Membership,"Single-player, MMO, Online PvP, Online Co-op, In-App Purchases",854,2.0,,Mixed
Scorn,215999,win,,"14 Oct, 2022","Action, Adventure, Indie",no,Ebb Software,Kepler Interactive,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",7604,50.0,,Very Positive
DYSMANTLE,165999,"win, mac",,"16 Nov, 2021","Action, Adventure, Indie, RPG, Simulation",no,10tons Ltd,10tons Ltd,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together",8149,,,Very Positive
CrossCode,135999,"win, mac, linux",,"20 Sep, 2018","Action, Adventure, Indie, RPG",no,Radical Fish Games,Deck13 Spotlight,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",12108,,86,Very Positive
Children of Morta,122245,"win, mac, linux",,"3 Sep, 2019","Action, Adventure, Indie, RPG",no,Dead Mage,11 bit studios,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",12865,2.0,82,Very Positive
Rogue: Genesia,47499,"win, linux",,"19 Sep, 2022","Action, Casual, RPG, Strategy, Early Access",no,Huard Ouadi,Huard Ouadi,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Steam Leaderboards",4251,1.0,,Very Positive
Kingdoms and Castles,95999,"win, mac, linux",,"20 Jul, 2017","Indie, Simulation, Strategy",no,"Lion Shield, LLC","Lion Shield, LLC","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet",23455,1.0,,Very Positive
古剑奇谭三(Gujian3),139999,win,,"14 Dec, 2018",RPG,no,"上海烛龙信息科技有限公司, Aurogon Shanghai",北京网元圣唐娱乐科技有限公司,"Single-player, Steam Achievements, Partial Controller Support, Remote Play on Tablet",37372,40.0,,Very Positive
Potionomics,119999,win,,"17 Oct, 2022","Indie, RPG, Simulation, Strategy",no,Voracious Games,XSEED Games,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",3969,7.0,,Very Positive
Warpips,0,win,-75%,"21 Apr, 2022","Action, Indie, Strategy",no,Skirmish Mode Games,Daedalic Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Cloud",2973,0.55,,Very Positive
Runes of Magic,0,win,,"29 Aug, 2018","Action, Adventure, Free to Play, Massively Multiplayer, RPG",no,Runewaker Entertainment,Runewaker Entertainment,"MMO, Online PvP, Online Co-op, In-App Purchases",1172,15.0,71,Mixed
Shinobi Warfare,0,win,,"14 Jun, 2022","Free to Play, RPG",no,TechnoTal,TechnoTal,"Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",1528,,,Overwhelmingly Positive
Counter-Strike Nexon: Studio,0,win,,"7 Oct, 2014","Action, Casual, Free to Play, Massively Multiplayer",no,"Valve, NEXON",NEXON,"Single-player, MMO, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases",40844,10.0,,Mixed
DOOM (1993),45999,win,,"3 Aug, 2007",Action,no,id Software,id Software,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Full controller support, Steam Cloud, Remote Play Together",12924,,,Overwhelmingly Positive
Trinity Fusion,0,win,-30%,"13 Apr, 2023","Action, Indie, RPG, Early Access",no,Angry Mob Games,Angry Mob Games,"Single-player, Full controller support, Steam Cloud",50,10.0,,Very Positive
Devil Slayer - Raksasi,0,"win, mac",-30%,"22 Apr, 2021","Action, Adventure, Indie",no,GlassesCatGames,indienova,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV",2567,1.0,,Very Positive
Teslagrad 2,0,"win, linux",-20%,"19 Apr, 2023","Action, Adventure, Indie",no,Rain Games,Modus Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",80,2.0,,Mostly Positive
DOOM II,45999,win,,"3 Aug, 2007",Action,no,id Software,id Software,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Full controller support, Steam Cloud, Remote Play Together",6262,,83,Very Positive
RollerCoaster Tycoon® 2: Triple Thrill Pack,89999,win,,"21 May, 2014","Simulation, Strategy",no,Chris Sawyer Productions,Atari,Single-player,3927,,74,Very Positive
Alan Wake,95999,win,,"16 Feb, 2012","Action, Adventure",no,Remedy Entertainment,Remedy Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",27900,,83,Very Positive
Super Auto Pets,0,"win, mac, linux",,"24 Sep, 2021","Free to Play, Strategy",no,Team Wood Games,Team Wood Games,"Online PvP, Cross-Platform Multiplayer, In-App Purchases",26037,,,Very Positive
Pocket Mirror ~ GoldenerTraum,165999,win,,"19 May, 2023","Adventure, Casual, Indie, RPG",no,"AstralShift, VisuStella",KOMODO,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",244,,,Very Positive
Fantasy Grounds Unity,169999,"win, mac, linux",,"5 Nov, 2020","Indie, RPG, Strategy",no,"SmiteWorks USA, LLC","SmiteWorks USA, LLC","Single-player, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer",497,2.0,,Very Positive
Yao-Guai Hunter,99999,win,,"3 Apr, 2023","Indie, RPG, Strategy, Early Access",no,MòGames,MòGames,Single-player,614,5.0,,Mostly Positive
Unboxing the Cryptic Killer,56499,"win, mac",,"27 Apr, 2023","Adventure, Casual, Free to Play, Indie",no,Eleven Puzzles,Eleven Puzzles,Online Co-op,211,2.0,,Very Positive
Prodeus,119999,"win, mac",,"23 Sep, 2022","Action, Adventure, Casual, Indie",no,Bounding Box Software Inc.,Humble Games,"Single-player, Online PvP, Online Co-op, Full controller support, Includes level editor",4317,4.0,84,Very Positive
Luck be a Landlord,90999,"win, mac, linux",,"6 Jan, 2023","Indie, Simulation, Strategy",no,TrampolineTales,TrampolineTales,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud",6724,,,Very Positive
Food Truck Simulator,0,win,-35%,"14 Sep, 2022","Casual, Indie, Simulation",no,DRAGO entertainment,HeartBeat Games,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",743,7.0,,Mixed
Forager,108999,win,,"18 Apr, 2019","Action, Adventure, Indie, Simulation",no,HopFrog,Humble Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",28091,,78,Very Positive
Highrise City,119999,win,,"24 Mar, 2022","Simulation, Strategy, Early Access",no,Fourexo Entertainment,Deck13 Spotlight,"Single-player, Steam Achievements, Steam Workshop",350,30.0,,Mostly Positive
Symphony of War: The Nephilim Saga,165999,win,,"10 Jun, 2022","Adventure, Indie, RPG, Strategy",no,Dancing Dragon Games,Freedom Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",7285,1.0,,Very Positive
Tricky Towers,130999,"win, mac, linux",,"2 Aug, 2016","Casual, Indie",no,WeirdBeard,WeirdBeard,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",9918,,80,Very Positive
EMERGENCY 20,139999,"win, mac",,"31 Oct, 2017","Simulation, Strategy",no,Sixteen Tons Entertainment,Sixteen Tons Entertainment,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Includes level editor",1441,20.0,,Very Positive
Speedway Challenge 2023,99999,"win, mac",,"29 May, 2023","Racing, Sports",no,Artur Berkowski Berobasket,Artur Berkowski Berobasket,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Remote Play Together, Steam is learning about this game",8,,,8 user reviews
Bus Simulator 18,119999,win,,"13 Jun, 2018",Simulation,no,stillalive studios,astragon Entertainment,"Single-player, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards",7336,6.5,67,Mostly Positive
Call of War: World War 2,0,"win, mac",,"21 Oct, 2017","Free to Play, Massively Multiplayer, Simulation, Strategy",no,Bytro Labs GmbH,Bytro Labs GmbH,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats",4332,0.5,,Mostly Positive
Railway Empire,344999,"win, linux",,"26 Jan, 2018","Simulation, Strategy",no,Gaming Minds Studios,Kalypso Media,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV",6500,7.0,74,Very Positive
The Bible,0,win,-75%,"14 Nov, 2022",Indie,no,Bible Games,Bible Games,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",358,,,Very Positive
Tyranny,139999,"win, mac, linux",,"10 Nov, 2016","Adventure, RPG",no,Obsidian Entertainment,Obsidian Entertainment,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet",8513,15.0,80,Very Positive
Anno 1404 - History Edition,149000,win,,"25 Jun, 2020","Simulation, Strategy",no,Ubisoft Mainz,Ubisoft Mainz,"Single-player, Includes level editor",1839,7.8,,Mostly Positive
Dynopunk,0,win,-10%,"25 May, 2023","Casual, Indie, Simulation",no,Tomato Fantasy Games,101XP,"Single-player, Steam Achievements",67,,,Very Positive
Call of Juarez: Bound in Blood,0,win,-80%,"2 Jul, 2009",Action,no,Techland,Techland Publishing,"Single-player, Steam Cloud",3031,,78,Very Positive
Aces & Adventures,165999,win,,"23 Feb, 2023","Adventure, RPG, Strategy",no,Triple.B.Titles,Triple.B.Titles,"Single-player, Steam Achievements, Steam Cloud",1196,,84,Very Positive
Urbek City Builder,0,win,-33%,"13 Jul, 2022","Indie, Simulation, Strategy",no,Estudios Kremlinois,RockGame S.A.,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",943,2.0,,Very Positive
Duck Game,83999,win,,"4 Jun, 2015","Action, Indie",no,Landon Podbielski,Landon Podbielski,"Single-player, Online PvP, LAN PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",22787,,82,Overwhelmingly Positive
Katana ZERO,130999,"win, mac",,"18 Apr, 2019","Action, Indie",no,Askiisoft,Askiisoft,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",50997,0.2,83,Overwhelmingly Positive
