title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
DJMAX RESPECT V - Muse Dash PACK,0,mac,-80%,"27 Apr, 2022",Simulation,yes,MINTROCKET,NEOWIZ,Steam Trading Cards,361,,,Very Positive
Stellaris: First Contact Story Pack,130999,win,,"14 Mar, 2023",Sports,yes,Dovetail Games,Paradox Interactive,Partial Controller Support,413,10.0,,Mostly Negative
PlanetSide 2,0,win,,"20 Nov, 2012",Early Access,no,Toxic Dog,Daybreak Game Company,Steam Cloud,69783,,84,Mostly Positive
"Warhammer 40,000: Gladius - T'au",0,mac,-40%,"25 Feb, 2020",Simulation,yes,7th Beat Games,Warhammer,Single-player,98,8.0,,Very Positive
Total War™: ROME II - Emperor Edition,540999,linux,,"2 Sep, 2013",Early Access,no,QLOC,SEGA,Downloadable Content,43290,,76,Very Positive
Monster Hunter Rise: Sunbreak,553999,win,,"29 Jun, 2022",Action,yes,DIMPS,"CAPCOM Co., Ltd.",Steam Trading Cards,3676,36.0,,Mixed
STRANGER OF PARADISE FINAL FANTASY ORIGIN,547100,win,,"6 Apr, 2023",Adventure,no,Onyx Lute,Square Enix,Single-player,958,90.0,,Very Positive
PICO PARK,39999,mac,,"7 May, 2021",RPG,no,"CAPCOM Co., Ltd.",TECOPARK,Steam Achievements,15607,0.1,,Very Positive
SimRail - The Railway Simulator,0,win,-20%,"13 Jan, 2023",Action,no,Xinyuan Studio,PlayWay S.A.,Full controller support,1536,50.0,,Very Positive
Total War: WARHAMMER II - The Twisted & The Twilight,0,mac,-50%,"3 Dec, 2020",Indie,yes,Tactical Adventures,Total War,Steam Cloud,981,60.0,,Mostly Positive
Tennis Manager 2023,0,win,-10%,"25 May, 2023",RPG,no,Supergiant Games,Rebound CG,Remote Play on TV,51,3.0,,Very Positive
"Warhammer 40,000: Gladius - Adeptus Mechanicus",0,win,-40%,"22 Nov, 2021",Strategy,yes,Clever Endeavour Games,Warhammer,Single-player,85,2.0,,Very Positive
Slay the Spire,119999,win,,"23 Jan, 2019",Indie,no,Double Stallion,Mega Crit Games,Online Co-op,112681,,89,Overwhelmingly Positive
The Ascent,0,win,-70%,"29 Jul, 2021",Strategy,no,Proxy Studios,Curve Games,Steam Achievements,14976,35.0,,Mixed
Smalland: Survive the Wilds,206999,mac,,"29 Mar, 2023",Simulation,no,343 Industries,Merge Games,In-App Purchases,3113,20.0,,Very Positive
Lords Mobile,0,linux,,"2 Jun, 2019",Strategy,no,"Jackbox Games, Inc.",IGG SINGAPORE PTE. LTD.,Single-player,4877,2.048,,Mixed
Total War: WARHAMMER II - The Silence & The Fury,0,win,-50%,"14 Jul, 2021",Strategy,yes,Pugstorm,Total War,Cross-Platform Multiplayer,858,60.0,,Mostly Positive
Geometry Dash,32999,mac,,"22 Dec, 2014",Strategy,no,Bytten Studio,RobTop Games,Downloadable Content,219512,,,Very Positive
FINAL FANTASY VII REMAKE INTERGRADE,1029000,linux,,"17 Jun, 2022",Casual,no,Mojang Studios,Square Enix,Steam Achievements,13490,100.0,,Very Positive
Muse Dash - Just as planned,430000,win,,"19 Jun, 2019",Simulation,yes,‪Double Eleven,peropero,Steam Trading Cards,2670,1.0,,Very Positive
Farthest Frontier,139999,win,,"9 Aug, 2022",Simulation,no,Geometa,Crate Entertainment,Steam Workshop,12101,4.0,,Very Positive
Dead Space,659000,win,,"27 Jan, 2023",Strategy,no,Tactical Adventures,Electronic Arts,Steam Cloud,23318,50.0,87,Very Positive
Destiny 2: Beyond Light,0,win,-60%,"10 Nov, 2020",Action,yes,Milestone S.r.l.,Bungie,Single-player,4286,105.0,,Mixed
"Warhammer 40,000: Gladius - Tyranids",0,win,-40%,"15 Jan, 2019",Casual,yes,ArenaNet®,Warhammer,Steam Achievements,71,8.0,,Very Positive
My Time At Portia,0,mac,-80%,"15 Jan, 2019",Indie,no,Ghost Town Games Ltd.,Pathea Games,Full controller support,31064,10.0,73,Very Positive
X4: Foundations,375999,win,,"30 Nov, 2018",Action,no,Team17,Egosoft,Steam Trading Cards,13912,20.0,,Very Positive
Subnautica,139999,win,,"23 Jan, 2018",Indie,no,Azerion,Unknown Worlds Entertainment,Steam Cloud,209367,20.0,87,Overwhelmingly Positive
Total War: WARHAMMER II - Rise of the Tomb Kings,0,win,-50%,"23 Jan, 2018",Simulation,yes,YoudaGames,Total War,Single-player,1820,60.0,84,Very Positive
Sherlock Holmes The Awakened,0,mac,-20%,"11 Apr, 2023",Strategy,no,MOAI GAMES Corporation,Frogwares,Online Co-op,416,30.0,,Very Positive
Roots of Pacha,206999,linux,,"25 Apr, 2023",Action,no,Mundfish,Soda Den,Steam Achievements,1131,,,Very Positive
Spyro™ Reignited Trilogy,0,win,-75%,"3 Sep, 2019",Adventure,no,CREATIVE ASSEMBLY,Iron Galaxy,Full controller support,9802,40.0,,Very Positive
OCTOPATH TRAVELER II,749000,win,,"24 Feb, 2023",Indie,no,Feral Interactive (Linux),Square Enix,Steam Cloud,4232,10.0,,Overwhelmingly Positive
Pathfinder: Wrath of the Righteous - Enhanced Edition,417777,win,,"2 Sep, 2021",Massively Multiplayer,no,Feral Interactive (Mac),Owlcat Games,Single-player,21126,50.0,83,Mostly Positive
Jianghu Survivor,0,win,-30%,"31 May, 2023",Action,no,NEOWIZ,Surprising Studio,Steam Achievements,700,2.0,,Very Positive
Inkbound,165999,mac,,"22 May, 2023",Indie,no,Playground Games,Shiny Shoe,Full controller support,534,3.0,,Very Positive
Cities: Skylines - Hotels & Retreats,77999,linux,,"23 May, 2023",Simulation,yes,Targem Games,Paradox Interactive,Steam Trading Cards,41,4.0,,Positive
Stray,199999,win,,"19 Jul, 2022",Action,no,Hidden Layer Games,Annapurna Interactive,Steam Cloud,106205,10.0,,Overwhelmingly Positive
Inside the Backrooms,70000,mac,,"20 Jun, 2022",Adventure,no,MANGLEDmaw Games,MrFatcat,Single-player,28269,5.0,,Very Positive
No Man's Sky,449999,linux,,"12 Aug, 2016",Indie,no,Tango Gameworks,Hello Games,Steam Achievements,203477,,61,Very Positive
Ravenswatch,0,win,-10%,"6 Apr, 2023",Massively Multiplayer,no,Crazy Rocks,Nacon,Full controller support,3187,3.0,,Mostly Positive
DJMAX RESPECT V - V EXTENSION II PACK,0,win,-80%,"24 Jan, 2022",Simulation,yes,Valve,NEOWIZ,Steam Trading Cards,329,,,Very Positive
A Plague Tale: Requiem,0,win,-45%,"17 Oct, 2022",Strategy,no,CREATIVE ASSEMBLY,Focus Entertainment,Steam Cloud,7502,55.0,,Very Positive
UNDECEMBER,0,mac,,"11 Oct, 2022",RPG,no,Feral Interactive (Linux),Needs Games,Downloadable Content,16173,20.0,,Mixed
Cult of the Lamb,149999,win,,"11 Aug, 2022",Casual,no,Feral Interactive (Mac),Devolver Digital,Steam Achievements,46583,4.0,,Overwhelmingly Positive
GrandChase,0,mac,,"27 Jul, 2021",Indie,no,Evil Mojo Games,KOG,Steam Trading Cards,20388,5.0,,Very Positive
Omega Strikers,0,linux,,"27 Apr, 2023",Simulation,no,Bulwark Studios,Odyssey Interactive,Single-player,17163,,,Very Positive
IdleOn - The Idle MMO,0,win,,"2 Apr, 2021",Strategy,no,Afterthought LLC,Lavaflame2,Online PvP,11569,,,Mostly Positive
MOBILE SUIT GUNDAM BATTLE OPERATION 2 - Start Dash Pack,49000,win,,"30 May, 2023",Indie,yes,NEOWIZ,Bandai Namco Entertainment Inc.,Online Co-op,4,,,4 user reviews
PlateUp!,0,mac,-40%,"4 Aug, 2022",Racing,no,Dovetail Games,It's happening,Steam Achievements,8954,2.0,,Very Positive
Left 4 Dead 2,90999,linux,,"16 Nov, 2009",Simulation,no,PiBoSo,Valve,Steam Trading Cards,543571,13.0,89,Overwhelmingly Positive
"Warhammer 40,000: Battlesector",0,win,-45%,"22 Jul, 2021",Action,no,"CAPCOM Co., Ltd.",Slitherine Ltd.,Steam Workshop,3032,25.0,,Very Positive
Decarnation,0,mac,-10%,"31 May, 2023",Adventure,no,Stunlock Studios,East2West Games,Partial Controller Support,33,,,Positive
Vampire Survivors,0,win,-20%,"20 Oct, 2022",Casual,no,peropero,poncle,Steam Cloud,187478,,87,Overwhelmingly Positive
DEAD OR ALIVE Xtreme Venus Vacation,0,win,,"25 Mar, 2019",Free to Play,no,YOUZU (SINGAPORE) PTE. LTD.,"KOEI TECMO GAMES CO., LTD.",Includes level editor,24506,20.0,,Very Positive
Stellaris: Galactic Paragons,130999,win,,"9 May, 2023",RPG,yes,CREATIVE ASSEMBLY,Paradox Interactive,Single-player,648,10.0,,Mixed
Uncharted Waters Origin,0,win,,"5 Mar, 2023",Strategy,no,Feral Interactive (Mac),"Motif Co.,Ltd.",Online PvP,1156,20.0,,Mixed
Factorio,300000,mac,,"14 Aug, 2020",Simulation,no,Feral Interactive (Linux),Wube Software LTD.,Cross-Platform Multiplayer,130985,3.0,90,Overwhelmingly Positive
Space Engineers,149999,linux,,"28 Feb, 2019",Action,no,"Kabam Games, Inc.",Keen Software House,Steam Achievements,78374,35.0,,Very Positive
Car Mechanic Simulator 2021,206999,win,,"11 Aug, 2021",Adventure,no,Larian Studios,Red Dot Games,In-App Purchases,18736,35.0,,Overwhelmingly Positive
The Riftbreaker: Metal Terror,0,mac,-40%,"18 Jul, 2022",Casual,yes,Hovgaard Games,EXOR Studios,Single-player,192,8.0,,Mostly Positive
Victoria 3,494999,linux,,"25 Oct, 2022",RPG,no,Tarsier Studios,Paradox Interactive,Online Co-op,21336,10.0,,Mixed
PowerWash Simulator,349000,win,,"14 Jul, 2022",Action,no,Wild Shadow Studios,FuturLab,Shared/Split Screen Co-op,31698,,,Overwhelmingly Positive
SUCCUBUS,0,win,-40%,"5 Oct, 2021",RPG,no,Deca Games,Madmind,Steam Achievements,3650,70.0,,Mostly Positive
Graveyard Keeper,0,win,-65%,"15 Aug, 2018",Action,no,Pathea Games,tinyBuild,Steam Trading Cards,26009,,69,Very Positive
Crash Bandicoot™ 4: It’s About Time,0,win,-50%,"18 Oct, 2022",Massively Multiplayer,no,Team Cherry,Activision,Partial Controller Support,1289,30.0,,Very Positive
Friends vs Friends: Deluxe Edition Content,74000,win,,"30 May, 2023",Strategy,yes,Gameloft,Brainwash Gang,Stats,21,15.0,,Positive
Monster Hunter: World,334999,mac,,"9 Aug, 2018",Early Access,no,Proxy Studios,"CAPCOM Co., Ltd.",Remote Play Together,229355,52.0,88,Very Positive
Destiny 2: Season of the Deep Silver Bundle,198000,linux,,"23 May, 2023",Action,yes,yevhen8,Bungie,Online PvP,103,105.0,,Very Positive
Beat Saber,139999,win,,"21 May, 2019",Indie,no,Studio Wildcard,Beat Games,In-App Purchases,62755,0.2,93,Very Positive
Satisfactory,245999,win,,"8 Jun, 2020",Simulation,no,Instinct Games,Coffee Stain Publishing,Single-player,113523,,,Overwhelmingly Positive
Wartales,379999,mac,,"12 Apr, 2023",Strategy,no,Efecto Studios,Shiro Unlimited,Steam Achievements,15453,30.0,,Very Positive
Phantasy Star Online 2 New Genesis,0,linux,,"5 Aug, 2020",Casual,no,Virtual Basement LLC,SEGA,In-App Purchases,21415,103.0,,Mixed
War Robots,0,win,,"4 Apr, 2018",Indie,no,CyberConnect2,Pixonic,Steam Cloud,17444,8.0,,Mixed
Russian Fishing 4,0,win,,"10 Nov, 2021",Simulation,no,Igloosoft,"FishSoft, LLC",Stats,31278,40.0,,Mixed
GROUND BRANCH,139999,mac,,"14 Aug, 2018",Strategy,no,The Bearded Ladies,BlackFoot Studios,Single-player,12217,30.0,,Very Positive
Kerbal Space Program,0,win,-75%,"27 Apr, 2015",Early Access,no,Innersloth,Private Division ,Steam Achievements,93112,,88,Overwhelmingly Positive
Construction Simulator,299999,mac,,"20 Sep, 2022",Strategy,no,Straight Back Games,astragon Entertainment,Steam Trading Cards,4343,10.0,,Very Positive
Star Trek Online,0,linux,,"31 Jan, 2012",Action,no,ATLUS,Cryptic Studios,Steam Workshop,17904,,66,Very Positive
CarX Drift Racing Online,95999,win,,"17 Nov, 2017",Indie,no,Ubisoft Mainz,"CarX Technologies, LLC",Steam Cloud,58016,6.0,,Overwhelmingly Positive
7 Days to Die,119999,mac,,"13 Dec, 2013",Simulation,no,YUZUSOFT,The Fun Pimps,Remote Play on Tablet,178019,15.0,,Very Positive
Crab Champions,90999,linux,,"1 Apr, 2023",Early Access,no,CD PROJEKT RED,Noisestorm Limited,Single-player,9237,,,Overwhelmingly Positive
Everdream Valley,0,win,-10%,"30 May, 2023",Adventure,no,Ateam Entertainment Inc.,VARSAV Game Studios,Steam Achievements,105,10.0,,Very Positive
STASIS: BONE TOTEM,0,win,-20%,"31 May, 2023",Casual,no,Steel Wool Studios,THE BROTHERHOOD,Steam Trading Cards,15,16.0,,Positive
Mechabellum,130999,win,,"11 May, 2023",Free to Play,no,Vicarious Visions,Paradox Arc,Captions available,1597,8.0,,Very Positive
SCUM,330707,win,,"29 Aug, 2018",Massively Multiplayer,no,Iron Galaxy,Jagex Ltd,Steam Workshop,72119,70.0,,Mixed
Path of Exile,0,mac,,"23 Oct, 2013",RPG,no,Fishing Planet LLC,Grinding Gear Games,Steam Cloud,201654,40.0,86,Very Positive
DJMAX RESPECT V - EZ2ON PACK,0,linux,-30%,"22 Feb, 2023",Strategy,yes,Berserk Games,NEOWIZ,Stats,217,100.0,,Mixed
Brawlhalla,0,win,,"17 Oct, 2017",Simulation,no,343 Industries,Blue Mammoth Games,Steam Leaderboards,323954,2.0,,Mostly Positive
Wildfrost,0,win,-10%,"12 Apr, 2023",Early Access,no,Splash Damage,Gaziter,Includes level editor,4711,,80,Very Positive
Destiny 2: Bungie 30th Anniversary Pack,0,win,-50%,"7 Dec, 2021",Adventure,yes,Ruffian Games,Bungie,Single-player,1396,105.0,,Mixed
Stranded: Alien Dawn,284999,win,,"25 Apr, 2023",Indie,no,Bungie,Haemimont Games,Online PvP,4129,15.0,83,Very Positive
Assetto Corsa Competizione,449000,win,,"29 May, 2019",Action,no,Saber Interactive,505 Games,Shared/Split Screen PvP,17435,50.0,77,Very Positive
Sun Haven,119999,linux,,"10 Mar, 2023",RPG,no,Asobo Studio,Pixel Sprout Studios,Online Co-op,7245,,,Very Positive
Yu-Gi-Oh! Duel Links,0,win,,"16 Nov, 2017",Adventure,no,Firaxis Games,Konami Digital Entertainment,Shared/Split Screen Co-op,39837,16.0,,Very Positive
Potion Craft: Alchemist Simulator,0,win,-35%,"13 Dec, 2022",Action,no,Aspyr (Mac),tinyBuild,Steam Achievements,17650,,,Very Positive
Hobo: Tough Life,0,win,-50%,"12 Apr, 2021",Adventure,no,Aspyr (Linux),Perun Creative,Full controller support,5869,20.0,,Very Positive
Arma 3,399999,mac,,"12 Sep, 2013",Indie,no,Bad Pixel,Bohemia Interactive,Steam Cloud,155030,,74,Very Positive
Call to Arms - Gates of Hell: Scorched Earth,0,win,-25%,"18 Nov, 2022",Simulation,yes,Berzerk Studio,Digitalmindsoft,Remote Play Together,251,5.0,,Mostly Positive
Starbound,0,mac,-60%,"22 Jul, 2016",Strategy,no,Motion Twin,Chucklefish,Single-player,82578,4.0,81,Very Positive
Gunfire Reborn - Visitors of Spirit Realm,55000,linux,,"28 Aug, 2022",Indie,yes,CREATIVE ASSEMBLY,枪火,Steam Achievements,899,4.0,,Very Positive
DCS World Steam Edition,0,win,,"2 Aug, 2013",Simulation,no,Feral Interactive,Simulation,Steam Trading Cards,27917,300.0,,Very Positive
GUILTY GEAR -STRIVE-,499000,win,,"11 Jun, 2021",Early Access,no,Saikono,Arc System Works,Steam Cloud,27249,20.0,85,Very Positive
Above Snakes,0,win,-10%,"25 May, 2023",Action,no,Blacklight Interactive,Crytivo,Stats,602,2.0,,Mostly Positive
Car For Sale Simulator 2023,152999,mac,,"18 May, 2023",Simulation,no,Team17,Red Axe Games,Single-player,1041,5.0,,Mostly Positive
theHunter: Call of the Wild™,108999,linux,,"16 Feb, 2017",Simulation,no,"KOEI TECMO GAMES CO., LTD.",Expansive Worlds,Online PvP,109887,60.0,,Very Positive
Battlefield™ 2042,659000,win,,"19 Nov, 2021",Strategy,no,Foulball Hangover,Electronic Arts,Online Co-op,143678,100.0,,Mixed
Europa Universalis IV,350999,win,,"13 Aug, 2013",Action,no,ROCKFISH Games,Paradox Interactive,In-App Purchases,79822,,87,Very Positive
Bloons TD 6,89999,win,,"17 Dec, 2018",Adventure,no,CREATIVE ASSEMBLY,Ninja Kiwi,Partial Controller Support,224456,4.096,,Overwhelmingly Positive
Voidtrain,245999,mac,,"9 May, 2023",Indie,no,Feral Interactive (Mac),HypeTrain Digital,Single-player,1666,35.0,,Mixed
Volcano Princess,99999,win,,"20 Apr, 2023",Simulation,no,Feral Interactive (Linux),Gamera Games,Downloadable Content,12541,,,Overwhelmingly Positive
WorldBox - God Simulator,165999,win,,"2 Dec, 2021",Casual,no,Neople,Maxim Karpenko,Steam Achievements,20072,0.3,,Very Positive
Teardown,289000,win,,"21 Apr, 2022",Free to Play,no,Ndemic Creations,Tuxedo Labs,Steam Trading Cards,66060,4.0,80,Overwhelmingly Positive
Plague Inc: Evolved,0,win,-70%,"18 Feb, 2016",Strategy,no,Landfall,Ndemic Creations,Steam Workshop,42207,1.0,,Very Positive
Age of Empires II: Definitive Edition - Return of Rome,199000,win,,"16 May, 2023",Action,yes,KLab Inc.,Xbox Game Studios,Partial Controller Support,1092,3.0,,Mixed
"Warhammer 40,000: Inquisitor - Martyr",0,win,-80%,"5 Jun, 2018",Action,no,Eagle Dynamics SA,NeocoreGames,Steam Cloud,14972,75.0,67,Mostly Positive
Electrician Simulator - Smart Devices,0,mac,-10%,"31 May, 2023",Indie,yes,CREATIVE ASSEMBLY,Ultimate Games S.A.,Includes level editor,5,4.0,,5 user reviews
American Truck Simulator,169900,win,,"2 Feb, 2016",Action,no,Feral Interactive,SCS Software,Remote Play Together,102246,7.0,76,Overwhelmingly Positive
Afterimage,0,win,-20%,"24 Apr, 2023",Adventure,no,Axolot Games,Modus Games,Online Co-op,1746,,,Very Positive
DREDGE,206999,mac,,"30 Mar, 2023",Casual,no,Streum On Studio,Team17,Steam Achievements,11253,2.0,,Overwhelmingly Positive
iRacing,89999,linux,,"12 Jan, 2015",RPG,no,"Jackbox Games, Inc.",iRacing.com Motorsport Simulations,Full controller support,1685,32.0,79,Mostly Positive
Hell Let Loose,347999,win,,"27 Jul, 2021",Simulation,no,YYZ,Team17,Steam Trading Cards,64141,30.0,79,Mostly Positive
Valheim,108999,win,,"2 Feb, 2021",Strategy,no,Pine Studio,Coffee Stain Publishing,Steam Cloud,348260,1.0,,Very Positive
Solasta: Crown of the Magister - Palace of Ice,130999,mac,,"25 May, 2023",Strategy,yes,Holyday Studios,Tactical Adventures,Single-player,74,10.0,,Mostly Positive
VRChat,0,win,,"1 Feb, 2017",Indie,no,KingsIsle Entertainment,VRChat Inc.,Online PvP,196114,,,Very Positive
Escape the Backrooms,69999,win,,"11 Aug, 2022",Racing,no,Briganti,Fancy Games,Shared/Split Screen PvP,17388,,,Very Positive
Call to Arms - Gates of Hell: Talvisota,0,win,-50%,"8 Jun, 2022",Simulation,yes,Saber Interactive Inc,Digitalmindsoft,Online Co-op,367,10.0,,Very Positive
For The King,0,win,-75%,"19 Apr, 2018",Early Access,no,Unknown Worlds Entertainment,Curve Games,Shared/Split Screen Co-op,23654,3.0,79,Very Positive
Destiny 2: Forsaken Pack,0,win,-60%,"1 Oct, 2019",Casual,yes,Tantalus Media,Bungie,Steam Achievements,3380,105.0,84,Mostly Negative
Pummel Party,95999,win,,"20 Sep, 2018",Indie,no,Forgotten Empires,Rebuilt Games,Full controller support,35009,,,Very Positive
Cultist Simulator: The Exile,0,win,-70%,"27 May, 2020",Strategy,yes,miHoYo Limited,Weather Factory,Steam Trading Cards,144,,,Mostly Positive
RimWorld - Biotech,179999,win,,"21 Oct, 2022",Simulation,yes,ALT Lab,Ludeon Studios,Steam Cloud,2170,,,Very Positive
It Takes Two,479000,win,,"25 Mar, 2021",Strategy,no,mestiez,Electronic Arts,Single-player,108393,50.0,89,Very Positive
ULTRAKILL,119999,win,,"3 Sep, 2020",Indie,no,Valve,New Blood Interactive,Online Co-op,56710,3.0,,Overwhelmingly Positive
Don't Starve Together,95999,win,,"21 Apr, 2016",Simulation,no,Matt Dabrowski,Klei Entertainment,Steam Achievements,267312,,83,Very Positive
Assetto Corsa,108999,win,,"19 Dec, 2014",Strategy,no,"Cygames, Inc.",Kunos Simulazioni,Full controller support,73159,30.0,85,Very Positive
Grounded,459000,mac,,"27 Sep, 2022",Action,no,NEOWIZ,Obsidian Entertainment,Steam Workshop,43903,8.0,83,Very Positive
Tiny Tina's Wonderlands,0,linux,-50%,"23 Jun, 2022",Casual,no,CREATIVE ASSEMBLY,2K,Steam Cloud,8296,75.0,,Mostly Positive
Marvel’s Spider-Man: Miles Morales,729000,win,,"18 Nov, 2022",Indie,no,Feral Interactive (Mac),PlayStation PC LLC,Single-player,10972,75.0,,Very Positive
FOR HONOR™,149000,mac,,"13 Feb, 2017",Simulation,no,Feral Interactive (Linux),Blue Byte,Online PvP,78604,90.0,76,Mostly Positive
Do Not Feed the Monkeys 2099,0,linux,-15%,"25 May, 2023",Strategy,no,Mobius Digital,Joystick Ventures,Online Co-op,253,2.0,,Very Positive
Medieval Dynasty,0,win,-35%,"23 Sep, 2021",Racing,no,CREATIVE ASSEMBLY,Toplitz Productions,Steam Trading Cards,25302,10.0,73,Very Positive
Barotrauma,0,mac,-25%,"13 Mar, 2023",Sports,no,Feral Interactive (Mac),Daedalic Entertainment,Steam Cloud,33143,1.0,81,Very Positive
RuneScape ®,0,linux,,"14 Oct, 2020",Free to Play,no,Feral Interactive (Linux),Jagex Ltd,Single-player,20732,,,Very Positive
Deep Rock Galactic,139999,win,,"13 May, 2020",Massively Multiplayer,no,Eleventh Hour Games,Coffee Stain Publishing,Steam Achievements,167809,3.0,85,Overwhelmingly Positive
Demonologist,154485,win,,"27 Mar, 2023",RPG,no,Hopoo Games,Clock Wizard Games,Full controller support,5983,14.0,,Very Positive
Garry's Mod,89999,win,,"29 Nov, 2006",Free to Play,no,Firaxis Games,Facepunch Studios,Steam Cloud,820625,20.0,NA,Overwhelmingly Positive
EVE Online,0,win,,"15 Dec, 2010",Racing,no,Aspyr (Mac),CCP,Single-player,30972,,88,Mixed
Risk of Rain 2,119999,win,,"11 Aug, 2020",Simulation,no,Aspyr (Linux),Hopoo Games,Online PvP,157872,4.0,85,Overwhelmingly Positive
Bread & Fred,130999,win,,"23 May, 2023",Sports,no,Gameloft,SandCastles Studio,LAN PvP,220,1.5,,Very Positive
Pizza Tower,135999,win,,"26 Jan, 2023",Simulation,no,Techland,Tour De Pizza,Online Co-op,26113,,,Overwhelmingly Positive
Warhammer: Vermintide 2,0,win,-80%,"8 Mar, 2018",Strategy,no,Proxy Studios,Warhammer,LAN Co-op,72784,105.0,82,Very Positive
Town of Salem 2,0,win,-10%,"26 May, 2023",Adventure,no,Thunder Devs.,BlankMediaGames LLC,Cross-Platform Multiplayer,997,,,Very Positive
Little Nightmares,0,win,-80%,"27 Apr, 2017",Indie,no,Chucklefish,BANDAI NAMCO Entertainment,Downloadable Content,35350,10.0,81,Overwhelmingly Positive
Shadows of Doubt,165999,win,,"24 Apr, 2023",RPG,no,Monomi Park,Fireshine Games,Steam Achievements,3257,4.0,,Very Positive
